,物种名称,是否是致病菌,预测概率,样本量,样本量文本,年龄,年龄文本,患者性别,性别文本,免疫状态,免疫文本,证据等级,证据文本,原文链接,标注方式
Corynebacterium_amycolatum_19060075,Corynebacterium amycolatum,no,[1],NA,a patient,NA,NA,NA,NA,NA,NA,NA,sputum,https://pubmed.ncbi.nlm.nih.gov/19060075/,人工标注
Corynebacterium_freneyi_19060075,Corynebacterium freneyi,no,[1],NA,a patient,NA,NA,NA,NA,NA,NA,NA,sputum,https://pubmed.ncbi.nlm.nih.gov/19060075/,人工标注
Corynebacterium_hansenii_19060075,Corynebacterium hansenii,no,[1],1,a patient,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum,https://pubmed.ncbi.nlm.nih.gov/19060075/,人工标注
Mycobacterium_branderi_25095645,Mycobacterium branderi,yes,[1],1,A case,17-65,56-year-o,男,man,受损,cancer,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,surgery f,https://pubmed.ncbi.nlm.nih.gov/25095645/,人工标注
Mycobacterium_branderi_28268125,Mycobacterium branderi,yes,[1],1,A,65以上,67,男,man,正常,immunocompetent,2：肺组织病原学证据,Mycobacteria were seen in histopathology,https://pubmed.ncbi.nlm.nih.gov/28268125/,人工标注
Desmospora_activa_19244421,Desmospora activa,no,[1],1,a,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum,https://pubmed.ncbi.nlm.nih.gov/19244421/,人工标注
Mycobacterium_kyorinense_19380863,Mycobacterium kyorinense,no,[1],1,a,65以上,NA,男,NA,受损,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19380863/,人工标注
Mycobacterium_colombiense_21952541,Mycobacterium colombiense,yes,[1],1,first,NA,NA,NA,NA,受损,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21952541/,人工标注
Mycobacterium_colombiense_23336346,Mycobacterium colombiense,yes,[1],1,A,17-65,49-year-old,女,woman,受损,immunodeficiency,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,culture,https://pubmed.ncbi.nlm.nih.gov/23336346/,人工标注
Mycobacterium_colombiense_27133309,Mycobacterium colombiense,yes,[1],1,a,17-65,NA,男,NA,正常,without evidence of HIV infection or other known causes of immunosuppression,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/27133309/,人工标注
Mycobacterium_europaeum_25539638,Mycobacterium europaeum,yes,[1],1,case,17-65,: A 49-year-old,女,woma,抑制,immunodeficienc,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,体核糖核酸基因序列与para,https://pubmed.ncbi.nlm.nih.gov/25539638/,人工标注
Mycobacterium_europaeum_32988729,Mycobacterium europaeum,yes,[1],1,A,65以上,70,女,woman,正常,no apparent immunodeficiency,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,multiple positive sputum cultures,https://pubmed.ncbi.nlm.nih.gov/32988729/,人工标注
Helcobacillus_19620359,Helcobacillus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19620359/,人工标注
Dermabacter_hominis_19620359,Dermabacter hominis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19620359/,人工标注
Mycobacterium_vulneris_19620376,Mycobacterium vulneris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19620376/,人工标注
Mycobacterium_saskatchewanense_19625425,Mycobacterium saskatchewanense,no,[1],1-10,two,65以上,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,pulmonary samples,https://pubmed.ncbi.nlm.nih.gov/19625425/,人工标注
Mycobacterium_mantenii_19625425,Mycobacterium mantenii,no,[1],1-10,two,65以上,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,pulmonary samples,https://pubmed.ncbi.nlm.nih.gov/19625425/,人工标注
Mycobacterium_timonense_19628609,Mycobacterium timonense,no,[1],1-10,five,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19628609/,人工标注
Mycobacterium_bouchedurhonense_19628609,Mycobacterium bouchedurhonense,no,[1],1-10,five,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19628609/,人工标注
Mycobacterium_marseillense_19628609,Mycobacterium marseillense,no,[1],1-10,five,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19628609/,人工标注
Mycobacterium_fragae_23264503,Mycobacterium fragae,yes,[1],1-10,three,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,grown,https://pubmed.ncbi.nlm.nih.gov/23264503/,人工标注
Mycobacterium_haemophilum_7491700,Mycobacterium haemophilum,yes,[1],1-10,Two,NA,NA,NA,NA,抑制,bone marrow transplant recipients,2：肺组织病原学证据,biopsy,https://pubmed.ncbi.nlm.nih.gov/7491700/,人工标注
Mycobacterium_haemophilum_10508830,Mycobacterium haemophilum,yes,[1],1,a,NA,NA,NA,NA,正常,immunocompetent,2：肺组织病原学证据,lung biopsy,https://pubmed.ncbi.nlm.nih.gov/10508830/,人工标注
Mycobacterium_heidelbergense_9770173,Mycobacterium heidelbergense,yes,[1],1,NA,65以上,NA,女,NA,NA,NA,2：肺组织病原学证据,NA,https://pubmed.ncbi.nlm.nih.gov/9770173/,人工标注
Mycobacterium_hiberniae_26887928,Mycobacterium hiberniae,yes,[1],＞100,372,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,sputum samples,https://pubmed.ncbi.nlm.nih.gov/26887928/,人工标注
Corynebacterium_minutissimum_19876565,Corynebacterium minutissimum,no,[1],NA,NA,NA,NA,NA,NA,受损,cancer,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19876565/,人工标注
Corynebacterium_amycolatum_19876565,Corynebacterium amycolatum,no,[1],NA,NA,NA,NA,NA,NA,NA,cancer,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19876565/,人工标注
Corynebacterium_jeikeium_19876565,Corynebacterium jeikeium,no,[1],NA,NA,NA,NA,NA,NA,NA,cancer,NA,NA,https://pubmed.ncbi.nlm.nih.gov/19876565/,人工标注
Mycobacterium_holsaticum_23827995,Mycobacterium holsaticum,yes,[1],10-100,75,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,bacterial cultures,https://pubmed.ncbi.nlm.nih.gov/23827995/,人工标注
Mycobacterium_intermedium_8494735,Mycobacterium intermedium,yes,[1],1,a,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum,https://pubmed.ncbi.nlm.nih.gov/8494735/,人工标注
Nocardia_aobensis_19915112,Nocardia aobensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,isolated from clinical respiratory sources,https://pubmed.ncbi.nlm.nih.gov/19915112/,人工标注
Mycobacterium_intermedium_15750138,Mycobacterium intermedium,yes,[1],1,an,65以上,76-year-old,男,man,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum,https://pubmed.ncbi.nlm.nih.gov/15750138/,人工标注
Corynebacterium_xerosis_20042465,Corynebacterium xerosis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20042465/,人工标注
Cellulosimicrobium_funkei_20042465,Cellulosimicrobium funkei,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20042465/,人工标注
Corynebacterium_falsenii_20042465,Corynebacterium falsenii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20042465/,人工标注
Corynebacterium_jeikeium_20171132,Corynebacterium jeikeium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20171132/,人工标注
Rhodococcus_gordoniae_20305518,Rhodococcus gordoniae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20305518/,人工标注
Nocardia_takedensis_20348315,Nocardia takedensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20348315/,人工标注
Nocardia_araoensis_20348315,Nocardia araoensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20348315/,人工标注
Nocardia_arthritidis_20348315,Nocardia arthritidis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20348315/,人工标注
Nocardia_niwae__20348315,Nocardia niwae ,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20348315/,人工标注
Nocardia_takedensis__20348315,Nocardia takedensis ,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20348315/,人工标注
Saccharomonospora_20400669,Saccharomonospora,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20400669/,人工标注
Streptomyces_roseosporus_20648020,Streptomyces roseosporus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20648020/,人工标注
Saccharomonospora_20648020,Saccharomonospora,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20648020/,人工标注
Mycobacterium_intermedium_20693507,Mycobacterium intermedium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20693507/,人工标注
Mycobacterium_intermedium_21213600,Mycobacterium intermedium,yes,[1],10-100,n = 31,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,culture positive samples,https://pubmed.ncbi.nlm.nih.gov/21213600/,人工标注
Streptomyces_roseosporus_20802082,Streptomyces roseosporus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20802082/,人工标注
Mycobacterium_senuense_20833885,Mycobacterium senuense,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20833885/,人工标注
Tsukamurella_tyrosinosolvens_20946410,Tsukamurella tyrosinosolvens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20946410/,人工标注
Mycobacterium_marinum_21047670,Mycobacterium marinum,no,[1],10-100,46,NA,NA,NA,NA,受损,polymyositis and dermatomyositis,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21047670/,人工标注
Nocardia_higoensis_21084509,Nocardia higoensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21084509/,人工标注
Mycobacterium_intermedium_26887928,Mycobacterium intermedium,yes,[1],＞100,372,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,sputum samples,https://pubmed.ncbi.nlm.nih.gov/26887928/,人工标注
Mycobacterium_intracellulare_28291631,Mycobacterium intracellulare,yes,[1],＞100,219,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,multilocus sequence typing,https://pubmed.ncbi.nlm.nih.gov/28291631/,人工标注
Listeria_innocua_21169550,Listeria innocua,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21169550/,人工标注
Mycobacterium_iranicum_28076350,Mycobacterium iranicum,yes,[1],NA,NA,17-65,46-59,男,Male,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,line probe assays,https://pubmed.ncbi.nlm.nih.gov/28076350/,人工标注
Bacillus_mycoides_21221948,Bacillus mycoides,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21221948/,人工标注
Mycobacterium_kubicae_28076350,Mycobacterium kubicae,yes,[1],NA,NA,17-65,46-59,男,Male,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,line probe assays,https://pubmed.ncbi.nlm.nih.gov/28076350/,人工标注
Saccharomonospora_21304650,Saccharomonospora,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21304650/,人工标注
Bacillus_firmus_21335493,Bacillus firmus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21335493/,人工标注
Mycobacterium_kubicae_31078494,Mycobacterium kubicae,yes,[1],10-100,52,1-17,0-14,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,line probe assays and gene sequencing,https://pubmed.ncbi.nlm.nih.gov/31078494/,人工标注
Nocardia_carnea_21402847,Nocardia carnea,no,[1],＞100,186,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21402847/,人工标注
Mycobacterium_kubicae_33355531,Mycobacterium kubicae,yes,[1],1-10,two,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,sequence,https://pubmed.ncbi.nlm.nih.gov/33355531/,人工标注
Mycobacterium_kumamotonense_26887928,Mycobacterium kumamotonense,yes,[1],＞100,372,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,sputum samples,https://pubmed.ncbi.nlm.nih.gov/26887928/,人工标注
Mycobacterium_kumamotonense_27080783,Mycobacterium kumamotonense,yes,[1],1,an,NA,NA,NA,NA,正常,immunocompetent,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,sequencing analysis,https://pubmed.ncbi.nlm.nih.gov/27080783/,人工标注
Nocardia_aobensis_21550364,Nocardia aobensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21550364/,人工标注
Mycobacterium_kyorinense_22821114,Mycobacterium kyorinense,yes,[1],1,A,17-65,63-year-old,男,man,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum cu,https://pubmed.ncbi.nlm.nih.gov/22821114/,人工标注
Mycobacterium_kyorinense_22973703,Mycobacterium kyorinense,yes,[1],1,A,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22973703/,人工标注
Pseudoclavibacter_21571937,Pseudoclavibacter,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21571937/,人工标注
Mycobacterium_haemophilum_21700242,Mycobacterium haemophilum,no,[1],1,a,NA,NA,NA,NA,受损,AIDS,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21700242/,人工标注
Nocardia_araoensis_21729147,Nocardia araoensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21729147/,人工标注
Mycobacterium_kyorinense_24908812,Mycobacterium kyorinense,yes,[1],1,a,65以上,85-year-old,男,man,NA,NA,2：肺组织病原学证据,"After his death, the isolated mycobacterium",https://pubmed.ncbi.nlm.nih.gov/24908812/,人工标注
Bacillus_thuringiensis_21801185,Bacillus thuringiensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21801185/,人工标注
Corynebacterium_xerosis_21882663,Corynebacterium xerosis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21882663/,人工标注
Bacillus_megaterium_21882663,Bacillus megaterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21882663/,人工标注
Tsukamurella_paurometabola_21886861,Tsukamurella paurometabola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21886861/,人工标注
Mycobacterium_kyorinense_26793450,Mycobacterium kyorinense,yes,[1],1,an,17-65,NA,女,woman,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/26793450/,人工标注
Nocardia_elegans_21968966,Nocardia elegans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21968966/,人工标注
Mycobacterium_haemophilum_21976605,Mycobacterium haemophilum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21976605/,人工标注
Nocardia_veterana_21998437,Nocardia veterana,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21998437/,人工标注
Mycobacterium_kyorinense_31424025,Mycobacterium kyorinense,yes,[1],1,a,17-65,55,女,woman,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Sputum cultures,https://pubmed.ncbi.nlm.nih.gov/31424025/,人工标注
Mycobacterium_kyorinense_31813432,Mycobacterium kyorinense,yes,[1],＞100,122,17-65,48.6 +- 11,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31813432/,人工标注
Bacillus_mycoides_22203569,Bacillus mycoides,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22203569/,人工标注
Bacillus_licheniformis_22231522,Bacillus licheniformis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22231522/,人工标注
Mycobacterium_marinum_22606882,Mycobacterium marinum,yes,[1],1,an,65以上,81-year-old,男,man,NA,NA,3：血及无菌体液（如脓胸液）,sputum,https://pubmed.ncbi.nlm.nih.gov/22606882/,人工标注
Mycobacterium_marseillense_24768296,Mycobacterium marseillense,yes,[1],1,a,17-65,NA,男,NA,抑制,hematosus,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/24768296/,人工标注
Mycobacterium_marseillense_24920766,Mycobacterium marseillense,yes,[1],＞100,129,1-17,(2 to 18 years old,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NTM isolates,https://pubmed.ncbi.nlm.nih.gov/24920766/,人工标注
Mycobacterium_marseillense_22427442,Mycobacterium marseillense,no,[1],NA,a,NA,NA,NA,NA,NA,NA,NA,16S rRNA gene sequence,https://pubmed.ncbi.nlm.nih.gov/22427442/,人工标注
Mycobacterium_parascrofulaceum_22427442,Mycobacterium parascrofulaceum,no,[1],NA,a,NA,NA,NA,NA,NA,NA,NA,16S rRNA gene sequence,https://pubmed.ncbi.nlm.nih.gov/22427442/,人工标注
Nocardiopsis_dassonvillei_22556323,Nocardiopsis dassonvillei,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22556323/,人工标注
Mycobacterium_monacense_31078494,Mycobacterium monacense,yes,[1],10-100,52,1-17,0-14,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,line probe assays and gene sequencing,https://pubmed.ncbi.nlm.nih.gov/31078494/,人工标注
Mycobacterium_nebraskense_15545434,Mycobacterium nebraskense,yes,[1],1-10,five,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,optimal growth,https://pubmed.ncbi.nlm.nih.gov/15545434/,人工标注
Mycobacterium_nebraskense_22308639,Mycobacterium nebraskense,yes,[1],1-10,case report,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22308639/,人工标注
Segniliparus_rugosus_22675588,Segniliparus rugosus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22675588/,人工标注
Mycobacterium_nebraskense_29441164,Mycobacterium nebraskense,yes,[1],1,An,65以上,82,女,female,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Mycobacterial culture,https://pubmed.ncbi.nlm.nih.gov/29441164/,人工标注
Mycobacterium_marseillense_22700551,Mycobacterium marseillense,no,[1],NA,three,NA,NA,NA,NA,NA,NA,NA,isolated from pulmonary samples,https://pubmed.ncbi.nlm.nih.gov/22700551/,人工标注
Geobacillus_thermodenitrificans_22728754,Geobacillus thermodenitrificans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22728754/,人工标注
Mycobacterium_orygis_32642742,Mycobacterium orygis,yes,[1],＞100,940,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,PCR,https://pubmed.ncbi.nlm.nih.gov/32642742/,人工标注
Mycobacterium_palustre_22615839,Mycobacterium palustre,yes,[1],10-100,17,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,"Sputum microscopy, culture",https://pubmed.ncbi.nlm.nih.gov/22615839/,人工标注
Mycobacterium_parascrofulaceum_15388708,Mycobacterium parascrofulaceum,yes,[1],1,one patient,17-65,NA,女,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,respiratory samples,https://pubmed.ncbi.nlm.nih.gov/15388708/,人工标注
Mycobacterium_parascrofulaceum_16082003,Mycobacterium parascrofulaceum,yes,[1],1,four cases,NA,NA,NA,NA,受损,AIDS patients,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/16082003/,人工标注
Mycobacterium_europaeum_23183208,Mycobacterium europaeum,no,[1],1-10,two cases,NA,NA,NA,NA,受损,human immunodeficiency virus-infected,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum samples,https://pubmed.ncbi.nlm.nih.gov/23183208/,人工标注
Mycobacterium_parascrofulaceum_20720366,Mycobacterium parascrofulaceum,yes,[1],1,A,17-65,34 year,男,man,受损,HIV-infected patient,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/20720366/,人工标注
Mycobacterium_parascrofulaceum_21377277,Mycobacterium parascrofulaceum,yes,[1],1,A,NA,NA,NA,NA,受损,AIDS,1：同时具备肺组织病理+病原学证据,Histopathologically,https://pubmed.ncbi.nlm.nih.gov/21377277/,人工标注
Nocardia_africana_23216681,Nocardia africana,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23216681/,人工标注
Mycobacterium_kyorinense_23264503,Mycobacterium kyorinense,no,[1],NA,three,NA,NA,NA,NA,NA,NA,NA,grown,https://pubmed.ncbi.nlm.nih.gov/23264503/,人工标注
Mycobacterium_parascrofulaceum_24858903,Mycobacterium parascrofulaceum,yes,[1],1,a,17-65,NA,男,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/24858903/,人工标注
Mycobacterium_parascrofulaceum_25932452,Mycobacterium parascrofulaceum,yes,[1],1,Case,NA,NA,NA,NA,受损,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/25932452/,人工标注
Streptomyces_roseosporus_23432849,Streptomyces roseosporus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23432849/,人工标注
Mycobacterium_parascrofulaceum_31866624,Mycobacterium parascrofulaceum,yes,[1],1,A,65以上,67,男,man,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Mycobacterial culture of the bronchoalveolar lavage fluid sample,https://pubmed.ncbi.nlm.nih.gov/31866624/,人工标注
Mycobacterium_pinnipedii_26400784,Mycobacterium pinnipedii,yes,[1],1-10,nine cases,NA,NA,NA,analysis,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,des (CCA GAA CAA CCC),https://pubmed.ncbi.nlm.nih.gov/26400784/,人工标注
