,age,age_origin
"Saimiriine_herpesvirus_1_19271329:Saimiriine herpesvirus 1
",none,person
"Saimiriine_herpesvirus_1_19450259:Saimiriine herpesvirus 1
",>65岁,1400
"Saimiriine_herpesvirus_1_19944877:Saimiriine herpesvirus 1
",1-17岁,healthy young
"Saimiriine_herpesvirus_1_20172760:Saimiriine herpesvirus 1
",>65岁,106
"Saimiriine_herpesvirus_1_20442279:Saimiriine herpesvirus 1
",>65岁,39-70
"Saimiriine_herpesvirus_1_20589523:Saimiriine herpesvirus 1
",17-65岁,60
"Saimiriine_herpesvirus_1_21129912:Saimiriine herpesvirus 1
",1-17岁,14
"Saimiriine_herpesvirus_1_21176504:Saimiriine herpesvirus 1
",17-65岁,18-30
"Saimiriine_herpesvirus_1_21489734:Saimiriine herpesvirus 1
",17-65岁,25
"Saimiriine_herpesvirus_1_21491978:Saimiriine herpesvirus 1
",17-65岁,adult
"Saimiriine_herpesvirus_1_21620091:Saimiriine herpesvirus 1
",17-65岁,32-year-old
"Saimiriine_herpesvirus_1_21665410:Saimiriine herpesvirus 1
",17-65岁,18-year-old
"Saimiriine_herpesvirus_1_21996615:Saimiriine herpesvirus 1
",none,A
"Saimiriine_herpesvirus_1_22206956:Saimiriine herpesvirus 1
",>65岁,87
"Saimiriine_herpesvirus_1_22548647:Saimiriine herpesvirus 1
",>65岁,237
"Saimiriine_herpesvirus_1_22862952:Saimiriine herpesvirus 1
",1-17岁,a child
"Saimiriine_herpesvirus_1_22930407:Saimiriine herpesvirus 1
",17-65岁,58
"Saimiriine_herpesvirus_1_23040767:Saimiriine herpesvirus 1
",none,a
"Saimiriine_herpesvirus_1_23163026:Saimiriine herpesvirus 1
",1-17岁,1
"Saimiriine_herpesvirus_1_23236477:Saimiriine herpesvirus 1
",>65岁,Ninety
"Saimiriine_herpesvirus_1_23522903:Saimiriine herpesvirus 1
",>65岁,175
"Saimiriine_herpesvirus_1_23594007:Saimiriine herpesvirus 1
",17-65岁,18-year-old
"Saimiriine_herpesvirus_1_23731844:Saimiriine herpesvirus 1
",>65岁,77
"Saimiriine_herpesvirus_1_23912873:Saimiriine herpesvirus 1
",1-17岁,four weeks of age
"Saimiriine_herpesvirus_1_23924023:Saimiriine herpesvirus 1
",none,a
"Saimiriine_herpesvirus_1_23924024:Saimiriine herpesvirus 1
",none,a
"Saimiriine_herpesvirus_1_24260230:Saimiriine herpesvirus 1
",1岁以下,infants
"Saimiriine_herpesvirus_1_24326294:Saimiriine herpesvirus 1
",17-65岁,44-year-old
"Saimiriine_herpesvirus_1_24356475:Saimiriine herpesvirus 1
",none,A
"Saimiriine_herpesvirus_1_24378133:Saimiriine herpesvirus 1
",1-17岁,0-14 years old (42 and 17 cases respectively) ; JEV were identified in people over 15
"Saimiriine_herpesvirus_1_25086108:Saimiriine herpesvirus 1
",none,:
"Saimiriine_herpesvirus_1_25238607:Saimiriine herpesvirus 1
",17-65岁,Adult
"Saimiriine_herpesvirus_1_25749257:Saimiriine herpesvirus 1
",1-17岁,4
"Saimiriine_herpesvirus_1_25866347:Saimiriine herpesvirus 1
",none,21CSF
"Saimiriine_herpesvirus_1_26777743:Saimiriine herpesvirus 1
",>65岁,201
"Saimiriine_herpesvirus_1_29166922:Saimiriine herpesvirus 1
",>65岁,72-year-old
"Saimiriine_herpesvirus_1_29379004:Saimiriine herpesvirus 1
",17-65岁,36-year-old
"Saimiriine_herpesvirus_1_29622669:Saimiriine herpesvirus 1
",>65岁,older
"Saimiriine_herpesvirus_1_29794958:Saimiriine herpesvirus 1
",1-17岁,child
"Saimiriine_herpesvirus_1_29800471:Saimiriine herpesvirus 1
",1岁以下,33-month-old
"Saimiriine_herpesvirus_1_30021729:Saimiriine herpesvirus 1
",>65岁,85
"Saimiriine_herpesvirus_1_30267802:Saimiriine herpesvirus 1
",17-65岁,64
"Saimiriine_herpesvirus_1_30487365:Saimiriine herpesvirus 1
",17-65岁,64-year-old
"Saimiriine_herpesvirus_1_31924246:Saimiriine herpesvirus 1
",none,-
"Saimiriine_herpesvirus_1_31926954:Saimiriine herpesvirus 1
",none,hematological
"Saimiriine_herpesvirus_1_32264973:Saimiriine herpesvirus 1
",none,real
"Saimiriine_herpesvirus_1_32406606:Saimiriine herpesvirus 1
",none,patient
"Saimiriine_herpesvirus_1_32456697:Saimiriine herpesvirus 1
",none,.
"Saimiriine_herpesvirus_1_32552904:Saimiriine herpesvirus 1
",none,survival
"Saimiriine_herpesvirus_1_32629035:Saimiriine herpesvirus 1
",17-65岁,adult
"Saimiriine_herpesvirus_1_32654738:Saimiriine herpesvirus 1
",>65岁,72-year-old
"Saimiriine_herpesvirus_1_32835692:Saimiriine herpesvirus 1
",none,:
"Saimiriine_herpesvirus_1_33111704:Saimiriine herpesvirus 1
",none,intensive
"Saimiriine_herpesvirus_1_33346975:Saimiriine herpesvirus 1
",17-65岁,43-year-old
"Saimiriine_herpesvirus_1_33926298:Saimiriine herpesvirus 1
",none,HSV
"Saimiriine_herpesvirus_1_34030103:Saimiriine herpesvirus 1
",none,and
"Saimiriine_herpesvirus_1_34197543:Saimiriine herpesvirus 1
",17-65岁,18
"Saimiriine_herpesvirus_1_34290701:Saimiriine herpesvirus 1
",none,a
"Saimiriine_herpesvirus_1_34349095:Saimiriine herpesvirus 1
",17-65岁,44-year-old
"Saimiriine_herpesvirus_1_34364400:Saimiriine herpesvirus 1
",17-65岁,53-year-old
"Saimiriine_herpesvirus_1_34716288:Saimiriine herpesvirus 1
",>65岁,76-year-old
"Saimiriine_herpesvirus_1_34833380:Saimiriine herpesvirus 1
",>65岁,74-year-old
"Saimiriine_herpesvirus_1_34872611:Saimiriine herpesvirus 1
",17-65岁,60
"Saimiriine_herpesvirus_2_30095465:Saimiriine herpesvirus 2
",>65岁,2011
"SaintAbb's_Head_virus_34690037:SaintAbb's Head virus
",none,appraoch
"SaintAbb's_Head_virus_34697932:SaintAbb's Head virus
",17-65岁,20
"SaintAbb's_Head_virus_34711146:SaintAbb's Head virus
",1-17岁,16
"SaintAbb's_Head_virus_34725060:SaintAbb's Head virus
",17-65岁,late 30
"SaintAbb's_Head_virus_34756303:SaintAbb's Head virus
",17-65岁,32
"SaintAbb's_Head_virus_34796000:SaintAbb's Head virus
",17-65岁,64
"SaintAbb's_Head_virus_34803121:SaintAbb's Head virus
",17-65岁,52
"SaintAbb's_Head_virus_34812433:SaintAbb's Head virus
",none,Julius
"SaintAbb's_Head_virus_34853349:SaintAbb's Head virus
",none,small rural community
"SaintAbb's_Head_virus_34877977:SaintAbb's Head virus
",none,Universities
"SaintAbb's_Head_virus_34880182:SaintAbb's Head virus
",>65岁,72-year-old
"SaintAbb's_Head_virus_34887303:SaintAbb's Head virus
",>65岁,213
"SaintAbb's_Head_virus_34909305:SaintAbb's Head virus
",17-65岁,20-year-old
"SaintAbb's_Head_virus_34939041:SaintAbb's Head virus
",none,Indonesia
"SaintAbb's_Head_virus_34957363:SaintAbb's Head virus
",none,healthy patient
"Sandfly_fever_Sicilian_virus_20575643:Sandfly fever Sicilian virus
",1-17岁,8-year-old
"Sandfly_fever_Sicilian_virus_28774267:Sandfly fever Sicilian virus
",none,her house
"Sandfly_fever_Sicilian_virus_28859350:Sandfly fever Sicilian virus
",none,.
"Sandfly_fever_Sicilian_virus_31178498:Sandfly fever Sicilian virus
",17-65岁,64-year-old
"Sandfly_fever_Sicilian_virus_32295538:Sandfly fever Sicilian virus
",>65岁,79-year-old
"Sandfly_fever_Sicilian_virus_33376692:Sandfly fever Sicilian virus
",none,SF
"Sandfly_fever_Sicilian_virus_34025635:Sandfly fever Sicilian virus
",none,SF
"Sandfly_fever_Sicilian_virus_34479504:Sandfly fever Sicilian virus
",>65岁,109
"Sandfly_fever_Sicilian_virus_568328:Sandfly fever Sicilian virus
",none,man
"Santosai_temperate_virus_11996399:Santosai temperate virus
",none,school-age
"Santosai_temperate_virus_15614230:Santosai temperate virus
",none,ages
"Santosai_temperate_virus_1605415:Santosai temperate virus
",1-17岁,3
"Santosai_temperate_virus_16548114:Santosai temperate virus
",1岁以下,"65, infants less than one year old"
"Santosai_temperate_virus_17136023:Santosai temperate virus
",none,ages
"Santosai_temperate_virus_18059258:Santosai temperate virus
",1-17岁,2
"Santosai_temperate_virus_18820584:Santosai temperate virus
",>65岁,frail elderly
"Santosai_temperate_virus_19092759:Santosai temperate virus
",1-17岁,1
"Santosai_temperate_virus_20203556:Santosai temperate virus
",>65岁,65
"Santosai_temperate_virus_20503289:Santosai temperate virus
",1-17岁,4
"Santosai_temperate_virus_21413353:Santosai temperate virus
",none,all age
"Santosai_temperate_virus_21858749:Santosai temperate virus
",17-65岁,adults
"Santosai_temperate_virus_22074934:Santosai temperate virus
",1-17岁,young
"Santosai_temperate_virus_22460392:Santosai temperate virus
",none,basis
"Santosai_temperate_virus_2396617:Santosai temperate virus
",1-17岁,2
"Santosai_temperate_virus_25381557:Santosai temperate virus
",none,relation to rapid development of tourism industry and an increasing number of intercontinental journeys. The aim of the study
"Santosai_temperate_virus_27649510:Santosai temperate virus
",none,.
"Santosai_temperate_virus_28161740:Santosai temperate virus
",17-65岁,15-50
"Santosai_temperate_virus_2827280:Santosai temperate virus
",1-17岁,6
"Santosai_temperate_virus_29192574:Santosai temperate virus
",17-65岁,36-year-old
"Santosai_temperate_virus_29446231:Santosai temperate virus
",>65岁,5 and 64 years old; and 156.0/100 000 person-year for &gt;=65
"Santosai_temperate_virus_31189475:Santosai temperate virus
",1-17岁,6
"Santosai_temperate_virus_31893034:Santosai temperate virus
",1-17岁,younger
"Santosai_temperate_virus_32575016:Santosai temperate virus
",none,paper
"Santosai_temperate_virus_3265812:Santosai temperate virus
",1-17岁,3
"Santosai_temperate_virus_32773657:Santosai temperate virus
",1-17岁,5
"Santosai_temperate_virus_32984240:Santosai temperate virus
",none,.
"Santosai_temperate_virus_33042956:Santosai temperate virus
",none,battling
"Santosai_temperate_virus_34255934:Santosai temperate virus
",none,society
"Santosai_temperate_virus_34474909:Santosai temperate virus
",1-17岁,Eight
"Santosai_temperate_virus_34696202:Santosai temperate virus
",17-65岁,50
"Santosai_temperate_virus_34970399:Santosai temperate virus
",none,several
"Santosai_temperate_virus_5301380:Santosai temperate virus
",1-17岁,5
"Santosai_temperate_virus_8896536:Santosai temperate virus
",17-65岁,adults
"Santosai_temperate_virus_9509166:Santosai temperate virus
",1-17岁,5
"San_Juan_virus_17953094:San Juan virus
",none,Limoy
"San_Juan_virus_21790857:San Juan virus
",1-17岁,3
"San_Juan_virus_22274824:San Juan virus
",1-17岁,six- teen year-old
"San_Juan_virus_22488543:San Juan virus
",>65岁,49 years (15-89
"San_Juan_virus_29226391:San Juan virus
",none,L
"San_Juan_virus_31529826:San Juan virus
",1-17岁,five
"San_Juan_virus_32301155:San Juan virus
",1-17岁,71.0 +- 12
"San_Juan_virus_32562561:San Juan virus
",>65岁,58 (range 55-72
"San_Juan_virus_32672860:San Juan virus
",>65岁,88
"San_Juan_virus_33244504:San Juan virus
",17-65岁,47-year-old
"Saraca_virus_33467466:Saraca virus
",none,","
"SA_15_virus_21407143:SA 15 virus
",1-17岁,0.8 years [0.1-16
"SA_15_virus_33276150:SA 15 virus
",none,services
"SA_15_virus_33399179:SA 15 virus
",1-17岁,Fifty-two
"SA_15_virus_33647552:SA 15 virus
",>65岁,65 years (range 16-80
"SA_15_virus_33936795:SA 15 virus
",none,patients
"SA_15_virus_34020068:SA 15 virus
",1-17岁,1
"SA_15_virus_34020209:SA 15 virus
",17-65岁,30
"SA_15_virus_34020210:SA 15 virus
",none,gender
"SA_15_virus_34333918:SA 15 virus
",1-17岁,4.7 (0.1-15
"SA_15_virus_34336733:SA 15 virus
",>65岁,147
"SA_15_virus_34363789:SA 15 virus
",1-17岁,15
"SA_15_virus_34613861:SA 15 virus
",none,peaking
"SA_15_virus_34627061:SA 15 virus
",>65岁,65
"SA_15_virus_34736992:SA 15 virus
",none,preter
"SA_15_virus_34859883:SA 15 virus
",none,to
"SA_15_virus_34886916:SA 15 virus
",none,old
"Sendai_virus_10759370:Sendai virus
",none,decade
"Sendai_virus_11686883:Sendai virus
",17-65岁,27 year old
"Sendai_virus_12229125:Sendai virus
",>65岁,75-year-old
"Sendai_virus_16759680:Sendai virus
",none,old
"Sendai_virus_19917424:Sendai virus
",17-65岁,36-year-old
"Sendai_virus_23092190:Sendai virus
",1-17岁,8 days to 13
"Sendai_virus_23357644:Sendai virus
",1-17岁,7 days and 14
"Sendai_virus_24209770:Sendai virus
",1-17岁,1 and 4
"Sendai_virus_25471236:Sendai virus
",none,animal
"Sendai_virus_25552361:Sendai virus
",1-17岁,children
"Sendai_virus_26540236:Sendai virus
",none,Nasopharyngeal
"Sendai_virus_27306333:Sendai virus
",none,Hoa
"Sendai_virus_27330964:Sendai virus
",17-65岁,55-year-old
"Sendai_virus_27350282:Sendai virus
",1-17岁,5
"Sendai_virus_28911764:Sendai virus
",1-17岁,5
"Sendai_virus_29733351:Sendai virus
",>65岁,elderly
"Sendai_virus_30550945:Sendai virus
",17-65岁,50
"Sendai_virus_30928958:Sendai virus
",17-65岁,2-59
"Sendai_virus_32651686:Sendai virus
",none,s
"Sendai_virus_32982383:Sendai virus
",none,Facilities
"Sendai_virus_33756459:Sendai virus
",none,comfort
"Sendai_virus_34166626:Sendai virus
",17-65岁,"5 years and stratified by 0-5 months, 6-11 months, and 12-59"
"Sendai_virus_34298435:Sendai virus
",none,patient
"Sendai_virus_4361249:Sendai virus
",none,regions
"Seoul_Virus_33350914:Seoul Virus
",none,.
"Seoul_Virus_33947335:Seoul Virus
",>65岁,70
"Seoul_Virus_34009376:Seoul Virus
",none,.
"Seoul_Virus_34125839:Seoul Virus
",none,10th-41st
"Seoul_Virus_34312109:Seoul Virus
",none,many people
"Seoul_Virus_34449057:Seoul Virus
",none,gears
"Seoul_Virus_34521365:Seoul Virus
",17-65岁,41
"Seoul_Virus_34833380:Seoul Virus
",>65岁,74-year-old
"Seoul_Virus_34873882:Seoul Virus
",17-65岁,18
"Seoul_Virus_34905565:Seoul Virus
",>65岁,331
"Seoul_Virus_34914036:Seoul Virus
",none,even
"Seoul_Virus_34946330:Seoul Virus
",17-65岁,19
"Seoul_Virus_34960253:Seoul Virus
",>65岁,65
"Sepik_virus_31579653:Sepik virus
",1-17岁,15
"Sheep_associated_malignant_catarrhal_fever_of_34606919:Sheep associated malignant catarrhal fever of
",1-17岁,4-year-old
"Sheep_papillomavirus_17882278:Sheep papillomavirus
",none,unique and
"Sheep_pulmonary_adenomatosis_associated_herpesvirus_3319134:Sheep pulmonary adenomatosis associated herpesvirus
",none,SPA.
"Sheep_pulmonary_adenomatosis_associated_herpesvirus_5351412:Sheep pulmonary adenomatosis associated herpesvirus
",none,herpesvirusID:5351412TITLE:Morphological observations
"Sigma_virus_11003881:Sigma virus
",1-17岁,2
"Sigma_virus_33324327:Sigma virus
",none,work
"Simian_hemorrhagic_fever_virus_14628997:Simian hemorrhagic fever virus
",1岁以下,4-days-old
"Simian_hemorrhagic_fever_virus_31300134:Simian hemorrhagic fever virus
",none,information of a comparably virulent strain in Taiwan and its appearance in both farm and laboratory levels
"Simian_hemorrhagic_fever_virus_34021725:Simian hemorrhagic fever virus
",17-65岁,491 pigs from 19
"Simian_hemorrhagic_fever_virus_34329677:Simian hemorrhagic fever virus
",none,.
"Simian_hemorrhagic_fever_virus_7661652:Simian hemorrhagic fever virus
",none,show
"Simian_hemorrhagic_fever_virus_8286449:Simian hemorrhagic fever virus
",none,.
"Simian_hemorrhagic_fever_virus_8286480:Simian hemorrhagic fever virus
",none,empty
"Simian_immunodeficiency_virus_10490219:Simian immunodeficiency virus
",none,animal
"Simian_immunodeficiency_virus_32382131:Simian immunodeficiency virus
",none,rhesus monkeys.
"Simian_immunodeficiency_virus_33194423:Simian immunodeficiency virus
",none,patients
"Simian_immunodeficiency_virus_9508438:Simian immunodeficiency virus
",none,:
"Simian_parainfluenza_virus_10_24606114:Simian parainfluenza virus 10
",1-17岁,9
"Simian_parainfluenza_virus_10_6292361:Simian parainfluenza virus 10
",none,.
"Simian_parainfluenza_virus_10_6313743:Simian parainfluenza virus 10
",>65岁,81
"Simian_parainfluenza_virus_5_24606114:Simian parainfluenza virus 5
",1-17岁,9
"Simian_parainfluenza_virus_5_25673911:Simian parainfluenza virus 5
",1-17岁,3
"Simian_parainfluenza_virus_5_26583313:Simian parainfluenza virus 5
",none,"Calves,"
"Simian_parainfluenza_virus_5_28138777:Simian parainfluenza virus 5
",none,lesser
"Simian_parainfluenza_virus_5_28922613:Simian parainfluenza virus 5
",1-17岁,5
"Simian_parainfluenza_virus_5_30666844:Simian parainfluenza virus 5
",none,Guro
"Simian_parainfluenza_virus_5_31450796:Simian parainfluenza virus 5
",none,scientist
"Simian_parainfluenza_virus_5_32221164:Simian parainfluenza virus 5
",>65岁,older
"Simian_parainfluenza_virus_5_33594165:Simian parainfluenza virus 5
",none,dogs in Thailand
"Simian_sarcoma_virus_15041360:Simian sarcoma virus
",>65岁,86
"Simian_sarcoma_virus_22224176:Simian sarcoma virus
",none,"papillomatosis,"
"Simian_T-lymphotropic_virus_22224176:Simian T-lymphotropic virus
",none,thoracic
"Simian_virus_40_224262:Simian virus 40
",none,fetal
"Simian_virus_40_22998078:Simian virus 40
",17-65岁,39-year-old
"Simian_virus_40_28671309:Simian virus 40
",none,an immunosuppressed host
"Simian_virus_40_33194423:Simian virus 40
",none,patients
"Simian_virus_40_6255044:Simian virus 40
",17-65岁,adult
"Sixgun_city_virus_34927715:Sixgun city virus
",17-65岁,52
"Sixgun_city_virus_34933684:Sixgun city virus
",17-65岁,18 to 59
"Sixgun_city_virus_34933948:Sixgun city virus
",none,"Latinx,"
"Sixgun_city_virus_34937556:Sixgun city virus
",>65岁,146
"Sixgun_city_virus_34939881:Sixgun city virus
",17-65岁,30-year-old
"Sixgun_city_virus_34941094:Sixgun city virus
",17-65岁,61-year-old
"Sixgun_city_virus_34952903:Sixgun city virus
",17-65岁,61
"Sixgun_city_virus_34952921:Sixgun city virus
",>65岁,82 year old
"Sixgun_city_virus_34963250:Sixgun city virus
",>65岁,89
"Sixgun_city_virus_34987123:Sixgun city virus
",none,"intestines,"
"Sixgun_city_virus_34990346:Sixgun city virus
",17-65岁,40
"Skunkpox_virus_10405311:Skunkpox virus
",none,domestic
"Skunkpox_virus_17359444:Skunkpox virus
",1岁以下,4-month-old
"Skunkpox_virus_17435100:Skunkpox virus
",none,a domestic cat
"Skunkpox_virus_19769672:Skunkpox virus
",none,cats
"Skunkpox_virus_25972246:Skunkpox virus
",none,which
"Skunkpox_virus_4339206:Skunkpox virus
",none,:
"Skunkpox_virus_4375310:Skunkpox virus
",none,:
"Snowshoe_hare_virus_1928573:Snowshoe hare virus
",17-65岁,60
"Snowshoe_hare_virus_21786596:Snowshoe hare virus
",none,.
"Somerville_virus_4_33125498:Somerville virus 4
",17-65岁,62
"South_River_virus_27847374:South River virus
",17-65岁,adults
"South_River_virus_32979314:South River virus
",17-65岁,20-59
"SPAr-2317_virus_34708157:SPAr-2317 virus
",1-17岁,7
"Squirrel_fibroma_virus_13608444:Squirrel fibroma virus
",none,.
"Squirrel_monkey_retrovirus_225504:Squirrel monkey retrovirus
",none,retrovirus
"SR-11_virus_6134854:SR-11 virus
",none,these
"StAbbs_Head_virus_34690037:StAbbs Head virus
",none,appraoch
"StAbbs_Head_virus_34697932:StAbbs Head virus
",17-65岁,20
"StAbbs_Head_virus_34711146:StAbbs Head virus
",1-17岁,16
"StAbbs_Head_virus_34725060:StAbbs Head virus
",17-65岁,late 30
"StAbbs_Head_virus_34853349:StAbbs Head virus
",none,small rural community
"StAbbs_Head_virus_34880182:StAbbs Head virus
",>65岁,72-year-old
"StAbbs_Head_virus_34909305:StAbbs Head virus
",17-65岁,20-year-old
"StAbbs_Head_virus_34957363:StAbbs Head virus
",none,healthy patient
"Staphylococcus_phage_3A_3640736:Staphylococcus phage 3A
",1岁以下,infants
"Staphylococcus_phage_77_16209097:Staphylococcus phage 77
",none,neonates.
"Staphylococcus_phage_77_411283:Staphylococcus phage 77
",none,patients
"Staphylococcus_phage_B11-M15_11511780:Staphylococcus phage B11-M15
",none,.
"Staphylococcus_phage_B11-M15_1402496:Staphylococcus phage B11-M15
",none,affected room
"Staphylococcus_phage_B11-M15_20167006:Staphylococcus phage B11-M15
",17-65岁,40
"Staphylococcus_phage_B11-M15_20843739:Staphylococcus phage B11-M15
",none,more
"Staphylococcus_phage_B11-M15_21215538:Staphylococcus phage B11-M15
",none,health
"Staphylococcus_phage_B11-M15_22192614:Staphylococcus phage B11-M15
",17-65岁,adults
"Staphylococcus_phage_B11-M15_22572384:Staphylococcus phage B11-M15
",17-65岁,30
"Staphylococcus_phage_B11-M15_23221141:Staphylococcus phage B11-M15
",1-17岁,1 till 15
"Staphylococcus_phage_B11-M15_24841497:Staphylococcus phage B11-M15
",17-65岁,adult
"Staphylococcus_phage_B11-M15_25339405:Staphylococcus phage B11-M15
",none,in
"Staphylococcus_phage_B11-M15_26047024:Staphylococcus phage B11-M15
",>65岁,"3,662"
"Staphylococcus_phage_B11-M15_33434411:Staphylococcus phage B11-M15
",none,consequences for the efficacy of phage therapy in patient
"Staphylococcus_phage_B11-M15_34578208:Staphylococcus phage B11-M15
",none,CF patients
"Staphylococcus_phage_B11-M15_3588111:Staphylococcus phage B11-M15
",1岁以下,infants
"Staphylococcus_phage_B11-M15_4276158:Staphylococcus phage B11-M15
",1-17岁,young children
"Staphylococcus_phage_B11-M15_5828940:Staphylococcus phage B11-M15
",none,other
"Staphylococcus_phage_B11-M15_6450089:Staphylococcus phage B11-M15
",none,.
"Staphylococcus_phage_B11-M15_7313572:Staphylococcus phage B11-M15
",none,these
"Staphylococcus_phage_B11-M15_7725565:Staphylococcus phage B11-M15
",none,.
"Stratford_virus_30174963:Stratford virus
",17-65岁,46-year-old
"Stratford_virus_32287685:Stratford virus
",none,Legion
